,roundId,roundNumber,roundTimeMillis,killId,tradedByKillId,tradedForKillId,bombId,resId,playerId,assists,referencePlayerId,eventType,damageType,weapon,impact,attackingWinProbabilityBefore,attackingWinProbabilityAfter,attackingTeamId,matchId
3476,1230189,1,102411,9975989,,,,,2752,"[{'assistId': 3632459, 'assistantId': 2423, 'damage': 60}]",76,kill,weapon,Ghost,0.037250007,0.986130357,0.94888035,1625,78842
4191,1229104,14,37293,9968244,,,,,1012,[],1251,kill,weapon,Bulldog,0.037162179,0.905564637,0.942726816,305,78837
4509,1229104,14,37293,9968244,,,,,1012,[],1251,kill,weapon,Bulldog,0.037162179,0.905564637,0.942726816,305,78838
1876,1231291,16,73316,9983793,,,,,814,[],2225,kill,weapon,Bulldog,0.03712087,0.984331911,0.947211041,17,79010
2033,1231291,16,73316,9983793,,,,,814,[],2225,kill,weapon,Bulldog,0.03712087,0.984331911,0.947211041,17,79011
5764,1227703,20,96623,,,,936542,,4748,[],,plant,,,0.037120146,0.57647921,0.539359064,6344,78781
5934,1227703,20,96623,,,,936542,,4748,[],,plant,,,0.037120146,0.57647921,0.539359064,6344,78782
6104,1227703,20,96623,,,,936542,,4748,[],,plant,,,0.037120146,0.57647921,0.539359064,6344,78783
3257,1230204,16,71306,,,,938280,,2423,[],,plant,,,0.036761217,0.849756982,0.812995765,1264,78840
3430,1230204,16,71306,,,,938280,,2423,[],,plant,,,0.036761217,0.849756982,0.812995765,1264,78841
3603,1230204,16,71306,,,,938280,,2423,[],,plant,,,0.036761217,0.849756982,0.812995765,1264,78842
4723,1226563,2,23203,9950038,,,,,398,[],3363,kill,weapon,Bulldog,0.036173133,0.959463017,0.99563615,6426,77106
5020,1226563,2,23203,9950038,,,,,398,[],3363,kill,weapon,Bulldog,0.036173133,0.959463017,0.99563615,6426,77107
5317,1226563,2,23203,9950038,,,,,398,[],3363,kill,weapon,Bulldog,0.036173133,0.959463017,0.99563615,6426,77108
5642,1227689,6,46405,9958198,,,,,4746,"[{'assistId': 3625390, 'assistantId': 6037, 'damage': 19}]",2841,kill,weapon,Vandal,0.036074455,0.055344258,0.019269803,6426,78781
5812,1227689,6,46405,9958198,,,,,4746,"[{'assistId': 3625390, 'assistantId': 6037, 'damage': 19}]",2841,kill,weapon,Vandal,0.036074455,0.055344258,0.019269803,6426,78782
5982,1227689,6,46405,9958198,,,,,4746,"[{'assistId': 3625390, 'assistantId': 6037, 'damage': 19}]",2841,kill,weapon,Vandal,0.036074455,0.055344258,0.019269803,6426,78783
4797,1226572,11,44001,9950097,,,,,3211,[],3363,kill,weapon,Vandal,0.03574652,0.960428162,0.996174682,6426,77106
5094,1226572,11,44001,9950097,,,,,3211,[],3363,kill,weapon,Vandal,0.03574652,0.960428162,0.996174682,6426,77107
5391,1226572,11,44001,9950097,,,,,3211,[],3363,kill,weapon,Vandal,0.03574652,0.960428162,0.996174682,6426,77108
1741,1231276,1,44891,9983691,9983687,,,,1251,"[{'assistId': 3635541, 'assistantId': 452, 'damage': 0}]",2359,kill,weapon,Ghost,0.035608536,0.95841144,0.994019976,286,79010
1898,1231276,1,44891,9983691,9983687,,,,1251,"[{'assistId': 3635541, 'assistantId': 452, 'damage': 0}]",2359,kill,weapon,Ghost,0.035608536,0.95841144,0.994019976,286,79011
5000,1226595,34,38576,9950249,,,,,3211,[],217,kill,weapon,Operator,0.034907378,0.985889528,0.95098215,15,77106
5297,1226595,34,38576,9950249,,,,,3211,[],217,kill,weapon,Operator,0.034907378,0.985889528,0.95098215,15,77107
5594,1226595,34,38576,9950249,,,,,3211,[],217,kill,weapon,Operator,0.034907378,0.985889528,0.95098215,15,77108
3714,1229912,10,28964,9973997,,,,,10211,[],14484,kill,weapon,Operator,0.03486182,0.039073478,0.004211658,808,78748
3929,1229912,10,28964,9973997,,,,,10211,[],14484,kill,weapon,Operator,0.03486182,0.039073478,0.004211658,808,78749
3854,1229928,26,49909,9974107,,,,,10211,"[{'assistId': 3631725, 'assistantId': 750, 'damage': 0}]",4077,kill,weapon,Vandal,0.034783201,0.961230677,0.996013877,224,78748
4069,1229928,26,49909,9974107,,,,,10211,"[{'assistId': 3631725, 'assistantId': 750, 'damage': 0}]",4077,kill,weapon,Vandal,0.034783201,0.961230677,0.996013877,224,78749
2092,1231387,6,42172,9984470,9984474,9984473,,,2841,[],2056,kill,weapon,Frenzy,0.034698623,0.019138734,0.053837358,6426,79016
2273,1231387,6,42172,9984470,9984474,9984473,,,2841,[],2056,kill,weapon,Frenzy,0.034698623,0.019138734,0.053837358,6426,79017
2454,1231387,6,42172,9984470,9984474,9984473,,,2841,[],2056,kill,weapon,Frenzy,0.034698623,0.019138734,0.053837358,6426,79018
1745,1231276,1,61399,9983685,,,,,582,"[{'assistId': 3635539, 'assistantId': 452, 'damage': 60}]",2225,kill,weapon,Ghost,0.034603785,0.965396215,1,286,79010
1902,1231276,1,61399,9983685,,,,,582,"[{'assistId': 3635539, 'assistantId': 452, 'damage': 60}]",2225,kill,weapon,Ghost,0.034603785,0.965396215,1,286,79011
5661,1227691,8,30032,9958207,,9958209,,,2841,[],2895,kill,weapon,Spectre,0.034512078,0.020777439,0.055289517,6426,78781
5831,1227691,8,30032,9958207,,9958209,,,2841,[],2895,kill,weapon,Spectre,0.034512078,0.020777439,0.055289517,6426,78782
6001,1227691,8,30032,9958207,,9958209,,,2841,[],2895,kill,weapon,Spectre,0.034512078,0.020777439,0.055289517,6426,78783
2739,1230284,15,47866,9976652,,,,,2359,"[{'assistId': 3632714, 'assistantId': 2335, 'damage': 54}]",3346,kill,weapon,Classic,0.034503818,0.034503818,0,603,78938
2915,1230284,15,47866,9976652,,,,,2359,"[{'assistId': 3632714, 'assistantId': 2335, 'damage': 54}]",3346,kill,weapon,Classic,0.034503818,0.034503818,0,603,78939
3091,1230284,15,47866,9976652,,,,,2359,"[{'assistId': 3632714, 'assistantId': 2335, 'damage': 54}]",3346,kill,weapon,Classic,0.034503818,0.034503818,0,603,78940
4139,1229098,8,78534,9968207,,,,,1251,"[{'assistId': 3629368, 'assistantId': 452, 'damage': 9}]",763,kill,weapon,Phantom,0.034473625,0.893227079,0.927700704,286,78837
4457,1229098,8,78534,9968207,,,,,1251,"[{'assistId': 3629368, 'assistantId': 452, 'damage': 9}]",763,kill,weapon,Phantom,0.034473625,0.893227079,0.927700704,286,78838
3132,1230189,1,111140,9975995,,9975990,,,2937,"[{'assistId': 3632461, 'assistantId': 718, 'damage': 63}]",2752,kill,weapon,Classic,0.034396316,0.96265525,0.997051566,1625,78840
3305,1230189,1,111140,9975995,,9975990,,,2937,"[{'assistId': 3632461, 'assistantId': 718, 'damage': 63}]",2752,kill,weapon,Classic,0.034396316,0.96265525,0.997051566,1625,78841
3478,1230189,1,111140,9975995,,9975990,,,2937,"[{'assistId': 3632461, 'assistantId': 718, 'damage': 63}]",2752,kill,weapon,Classic,0.034396316,0.96265525,0.997051566,1625,78842
3286,1230208,20,74953,,,,938283,,2749,[],,plant,,,0.034231818,0.375595564,0.409827382,1264,78840
3459,1230208,20,74953,,,,938283,,2749,[],,plant,,,0.034231818,0.375595564,0.409827382,1264,78841
3632,1230208,20,74953,,,,938283,,2749,[],,plant,,,0.034231818,0.375595564,0.409827382,1264,78842
2228,1231401,20,27491,9984580,,,,,2716,[],1690,kill,weapon,Vandal,0.034186224,0.994749297,0.960563073,224,79016
2409,1231401,20,27491,9984580,,,,,2716,[],1690,kill,weapon,Vandal,0.034186224,0.994749297,0.960563073,224,79017
2590,1231401,20,27491,9984580,,,,,2716,[],1690,kill,weapon,Vandal,0.034186224,0.994749297,0.960563073,224,79018
88,1236847,10,18884,10023021,,10023022,,,2716,[],6037,kill,ability,Headhunter,0.034084904,0.989080451,0.954995548,6344,79333
351,1236847,10,18884,10023021,,10023022,,,2716,[],6037,kill,ability,Headhunter,0.034084904,0.989080451,0.954995548,6344,79334
614,1236847,10,18884,10023021,,10023022,,,2716,[],6037,kill,ability,Headhunter,0.034084904,0.989080451,0.954995548,6344,79335
877,1236847,10,18884,10023021,,10023022,,,2716,[],6037,kill,ability,Headhunter,0.034084904,0.989080451,0.954995548,6344,79336
3649,1229903,1,83717,9973947,,,,,4072,[],750,kill,weapon,Ghost,0.033721239,0.966278761,1,808,78748
3864,1229903,1,83717,9973947,,,,,4072,[],750,kill,weapon,Ghost,0.033721239,0.966278761,1,808,78749
5713,1227697,14,74513,9958251,,,,,2716,"[{'assistId': 3625404, 'assistantId': 398, 'damage': 60}]",6037,kill,weapon,Marshal,0.033642027,0.039482955,0.005840928,6344,78781
5883,1227697,14,74513,9958251,,,,,2716,"[{'assistId': 3625404, 'assistantId': 398, 'damage': 60}]",6037,kill,weapon,Marshal,0.033642027,0.039482955,0.005840928,6344,78782
6053,1227697,14,74513,9958251,,,,,2716,"[{'assistId': 3625404, 'assistantId': 398, 'damage': 60}]",6037,kill,weapon,Marshal,0.033642027,0.039482955,0.005840928,6344,78783
225,1236863,26,26481,10023127,,,,,4748,[],2716,kill,weapon,Operator,0.03338975,0.036087533,0.002697783,6426,79333
488,1236863,26,26481,10023127,,,,,4748,[],2716,kill,weapon,Operator,0.03338975,0.036087533,0.002697783,6426,79334
751,1236863,26,26481,10023127,,,,,4748,[],2716,kill,weapon,Operator,0.03338975,0.036087533,0.002697783,6426,79335
1014,1236863,26,26481,10023127,,,,,4748,[],2716,kill,weapon,Operator,0.03338975,0.036087533,0.002697783,6426,79336
3218,1230200,12,19377,9976061,,,,,2937,"[{'assistId': 3632488, 'assistantId': 718, 'damage': 0}]",2749,kill,weapon,Operator,0.033257867,0.963405109,0.996662976,1625,78840
3391,1230200,12,19377,9976061,,,,,2937,"[{'assistId': 3632488, 'assistantId': 718, 'damage': 0}]",2749,kill,weapon,Operator,0.033257867,0.963405109,0.996662976,1625,78841
3564,1230200,12,19377,9976061,,,,,2937,"[{'assistId': 3632488, 'assistantId': 718, 'damage': 0}]",2749,kill,weapon,Operator,0.033257867,0.963405109,0.996662976,1625,78842
3814,1229923,21,83822,9974078,,,,,4075,"[{'assistId': 3631709, 'assistantId': 14484, 'damage': 12}]",17788,kill,weapon,Vandal,0.032922174,0.032922174,0,224,78748
4029,1229923,21,83822,9974078,,,,,4075,"[{'assistId': 3631709, 'assistantId': 14484, 'damage': 12}]",17788,kill,weapon,Vandal,0.032922174,0.032922174,0,224,78749
3247,1230203,15,63090,9976078,,,,,6039,[],718,kill,weapon,Bulldog,0.032885173,0.963790966,0.996676139,1264,78840
3420,1230203,15,63090,9976078,,,,,6039,[],718,kill,weapon,Bulldog,0.032885173,0.963790966,0.996676139,1264,78841
3593,1230203,15,63090,9976078,,,,,6039,[],718,kill,weapon,Bulldog,0.032885173,0.963790966,0.996676139,1264,78842
2095,1231387,6,53357,9984475,,,,,10211,[],2716,kill,weapon,Operator,0.032776905,0.032776905,0,6426,79016
2276,1231387,6,53357,9984475,,,,,10211,[],2716,kill,weapon,Operator,0.032776905,0.032776905,0,6426,79017
2457,1231387,6,53357,9984475,,,,,10211,[],2716,kill,weapon,Operator,0.032776905,0.032776905,0,6426,79018
5697,1227695,12,67335,9958235,,,,,2895,[],398,kill,weapon,Phantom,0.032734579,0.032734579,0,6426,78781
5867,1227695,12,67335,9958235,,,,,2895,[],398,kill,weapon,Phantom,0.032734579,0.032734579,0,6426,78782
6037,1227695,12,67335,9958235,,,,,2895,[],398,kill,weapon,Phantom,0.032734579,0.032734579,0,6426,78783
2607,1230271,2,85825,,,,938325,,2359,[],,plant,,,0.03230515,0.315547647,0.283242497,17,78938
2783,1230271,2,85825,,,,938325,,2359,[],,plant,,,0.03230515,0.315547647,0.283242497,17,78939
2959,1230271,2,85825,,,,938325,,2359,[],,plant,,,0.03230515,0.315547647,0.283242497,17,78940
3183,1230195,7,22227,,,,938271,,76,[],,plant,,,0.032146438,0.595882654,0.628029092,1625,78840
3356,1230195,7,22227,,,,938271,,76,[],,plant,,,0.032146438,0.595882654,0.628029092,1625,78841
3529,1230195,7,22227,,,,938271,,76,[],,plant,,,0.032146438,0.595882654,0.628029092,1625,78842
1142,1235723,12,62390,10015138,,,,,1251,"[{'assistId': 3647672, 'assistantId': 582, 'damage': 0}]",3211,kill,weapon,Operator,0.032035562,0.964971547,0.99700711,286,79338
1279,1235723,12,62390,10015138,,,,,1251,"[{'assistId': 3647672, 'assistantId': 582, 'damage': 0}]",3211,kill,weapon,Operator,0.032035562,0.964971547,0.99700711,286,79339
1416,1235723,12,62390,10015138,,,,,1251,"[{'assistId': 3647672, 'assistantId': 582, 'damage': 0}]",3211,kill,weapon,Operator,0.032035562,0.964971547,0.99700711,286,79340
1553,1235723,12,62390,10015138,,,,,1251,"[{'assistId': 3647672, 'assistantId': 582, 'damage': 0}]",3211,kill,weapon,Operator,0.032035562,0.964971547,0.99700711,286,79341
1690,1235723,12,62390,10015138,,,,,1251,"[{'assistId': 3647672, 'assistantId': 582, 'damage': 0}]",3211,kill,weapon,Operator,0.032035562,0.964971547,0.99700711,286,79342
4140,1229098,8,82191,9968208,,,,,1251,[],269,kill,weapon,Phantom,0.031965822,0.930855294,0.962821116,286,78837
4458,1229098,8,82191,9968208,,,,,1251,[],269,kill,weapon,Phantom,0.031965822,0.930855294,0.962821116,286,78838
4317,1229117,27,68938,,,,937550,,582,[],,plant,,,0.031865416,0.619619955,0.58775454,286,78837
4635,1229117,27,68938,,,,937550,,582,[],,plant,,,0.031865416,0.619619955,0.58775454,286,78838
3156,1230192,4,23630,9976018,,,,,2423,"[{'assistId': 3632466, 'assistantId': 6039, 'damage': 50}]",2011,kill,ability,Headhunter,0.03138045,0.981909389,0.950528939,1625,78840
3329,1230192,4,23630,9976018,,,,,2423,"[{'assistId': 3632466, 'assistantId': 6039, 'damage': 50}]",2011,kill,ability,Headhunter,0.03138045,0.981909389,0.950528939,1625,78841
3502,1230192,4,23630,9976018,,,,,2423,"[{'assistId': 3632466, 'assistantId': 6039, 'damage': 50}]",2011,kill,ability,Headhunter,0.03138045,0.981909389,0.950528939,1625,78842
5738,1227700,17,29990,9958270,,,,,3211,"[{'assistId': 3625410, 'assistantId': 2483, 'damage': 80}]",4746,kill,weapon,Vandal,0.031297214,0.035849566,0.004552353,6344,78781
5908,1227700,17,29990,9958270,,,,,3211,"[{'assistId': 3625410, 'assistantId': 2483, 'damage': 80}]",4746,kill,weapon,Vandal,0.031297214,0.035849566,0.004552353,6344,78782
6078,1227700,17,29990,9958270,,,,,3211,"[{'assistId': 3625410, 'assistantId': 2483, 'damage': 80}]",4746,kill,weapon,Vandal,0.031297214,0.035849566,0.004552353,6344,78783
3708,1229911,9,44663,9973995,,,,,2056,[],4075,kill,weapon,Vandal,0.031142468,0.035190837,0.00404837,808,78748
3923,1229911,9,44663,9973995,,,,,2056,[],4075,kill,weapon,Vandal,0.031142468,0.035190837,0.00404837,808,78749
2598,1230270,1,72691,9976546,9976544,,,,3582,[],2225,kill,weapon,Ghost,0.030893831,0.037719532,0.006825701,17,78938
2774,1230270,1,72691,9976546,9976544,,,,3582,[],2225,kill,weapon,Ghost,0.030893831,0.037719532,0.006825701,17,78939
2950,1230270,1,72691,9976546,9976544,,,,3582,[],2225,kill,weapon,Ghost,0.030893831,0.037719532,0.006825701,17,78940
4789,1226571,10,28414,9950089,,9950091,,,2716,[],3365,kill,weapon,Operator,0.030763113,0.00780442,0.038567534,6426,77106
5086,1226571,10,28414,9950089,,9950091,,,2716,[],3365,kill,weapon,Operator,0.030763113,0.00780442,0.038567534,6426,77107
5383,1226571,10,28414,9950089,,9950091,,,2716,[],3365,kill,weapon,Operator,0.030763113,0.00780442,0.038567534,6426,77108
14,1236839,2,54290,10022968,,,,,2483,"[{'assistId': 3650732, 'assistantId': 398, 'damage': 0}]",4746,kill,weapon,Vandal,0.030705832,0.0364963,0.005790468,6344,79333
277,1236839,2,54290,10022968,,,,,2483,"[{'assistId': 3650732, 'assistantId': 398, 'damage': 0}]",4746,kill,weapon,Vandal,0.030705832,0.0364963,0.005790468,6344,79334
540,1236839,2,54290,10022968,,,,,2483,"[{'assistId': 3650732, 'assistantId': 398, 'damage': 0}]",4746,kill,weapon,Vandal,0.030705832,0.0364963,0.005790468,6344,79335
803,1236839,2,54290,10022968,,,,,2483,"[{'assistId': 3650732, 'assistantId': 398, 'damage': 0}]",4746,kill,weapon,Vandal,0.030705832,0.0364963,0.005790468,6344,79336
134,1236852,15,60754,10023059,,,,,2294,"[{'assistId': 3650758, 'assistantId': 6037, 'damage': 105}]",2483,kill,ability,Shock Dart,0.030502189,0.988843527,0.958341338,6426,79333
397,1236852,15,60754,10023059,,,,,2294,"[{'assistId': 3650758, 'assistantId': 6037, 'damage': 105}]",2483,kill,ability,Shock Dart,0.030502189,0.988843527,0.958341338,6426,79334
660,1236852,15,60754,10023059,,,,,2294,"[{'assistId': 3650758, 'assistantId': 6037, 'damage': 105}]",2483,kill,ability,Shock Dart,0.030502189,0.988843527,0.958341338,6426,79335
923,1236852,15,60754,10023059,,,,,2294,"[{'assistId': 3650758, 'assistantId': 6037, 'damage': 105}]",2483,kill,ability,Shock Dart,0.030502189,0.988843527,0.958341338,6426,79336
87,1236847,10,18101,10023022,10023021,,,,6037,[],398,kill,weapon,Vandal,0.030337264,0.958743188,0.989080451,6344,79333
350,1236847,10,18101,10023022,10023021,,,,6037,[],398,kill,weapon,Vandal,0.030337264,0.958743188,0.989080451,6344,79334
613,1236847,10,18101,10023022,10023021,,,,6037,[],398,kill,weapon,Vandal,0.030337264,0.958743188,0.989080451,6344,79335
876,1236847,10,18101,10023022,10023021,,,,6037,[],398,kill,weapon,Vandal,0.030337264,0.958743188,0.989080451,6344,79336
5628,1227687,4,59782,9958181,9958184,,,,2841,[],4748,kill,weapon,Vandal,0.030182222,0.009607392,0.039789614,6426,78781
5798,1227687,4,59782,9958181,9958184,,,,2841,[],4748,kill,weapon,Vandal,0.030182222,0.009607392,0.039789614,6426,78782
5968,1227687,4,59782,9958181,9958184,,,,2841,[],4748,kill,weapon,Vandal,0.030182222,0.009607392,0.039789614,6426,78783
4145,1229098,8,103749,9968205,,,,,452,[],2354,kill,weapon,Vandal,0.030155624,0.948815073,0.978970697,286,78837
4463,1229098,8,103749,9968205,,,,,452,[],2354,kill,weapon,Vandal,0.030155624,0.948815073,0.978970697,286,78838
4939,1226588,27,59030,9950201,,,,,2483,[],1919,kill,weapon,Vandal,0.030120411,0.969879589,1,6426,77106
5236,1226588,27,59030,9950201,,,,,2483,[],1919,kill,weapon,Vandal,0.030120411,0.969879589,1,6426,77107
5533,1226588,27,59030,9950201,,,,,2483,[],1919,kill,weapon,Vandal,0.030120411,0.969879589,1,6426,77108
1178,1235728,17,48111,,,,942072,,3211,[],,plant,,,0.030017943,0.587823522,0.617841465,6426,79338
1315,1235728,17,48111,,,,942072,,3211,[],,plant,,,0.030017943,0.587823522,0.617841465,6426,79339
1452,1235728,17,48111,,,,942072,,3211,[],,plant,,,0.030017943,0.587823522,0.617841465,6426,79340
1589,1235728,17,48111,,,,942072,,3211,[],,plant,,,0.030017943,0.587823522,0.617841465,6426,79341
1726,1235728,17,48111,,,,942072,,3211,[],,plant,,,0.030017943,0.587823522,0.617841465,6426,79342
4132,1229097,7,33760,,,,937536,,582,[],,plant,,,0.030002347,0.262466738,0.292469086,286,78837
4450,1229097,7,33760,,,,937536,,582,[],,plant,,,0.030002347,0.262466738,0.292469086,286,78838
4881,1226581,20,82151,9950156,,,,,1919,"[{'assistId': 3622388, 'assistantId': 3365, 'damage': 80}]",2716,kill,weapon,Vandal,0.029775719,0.970224281,1,15,77106
5178,1226581,20,82151,9950156,,,,,1919,"[{'assistId': 3622388, 'assistantId': 3365, 'damage': 80}]",2716,kill,weapon,Vandal,0.029775719,0.970224281,1,15,77107
5475,1226581,20,82151,9950156,,,,,1919,"[{'assistId': 3622388, 'assistantId': 3365, 'damage': 80}]",2716,kill,weapon,Vandal,0.029775719,0.970224281,1,15,77108
3142,1230190,2,68818,9976003,,,,,2937,[],2749,kill,weapon,Bulldog,0.029539504,0.970460496,1,1625,78840
3315,1230190,2,68818,9976003,,,,,2937,[],2749,kill,weapon,Bulldog,0.029539504,0.970460496,1,1625,78841
3488,1230190,2,68818,9976003,,,,,2937,[],2749,kill,weapon,Bulldog,0.029539504,0.970460496,1,1625,78842
4328,1229118,28,86573,9968352,,,,,269,[],582,kill,weapon,Vandal,0.029338214,0.966908078,0.996246293,305,78837
4646,1229118,28,86573,9968352,,,,,269,[],582,kill,weapon,Vandal,0.029338214,0.966908078,0.996246293,305,78838
5610,1227685,2,61462,9958168,,,,,2895,[],398,kill,weapon,Bulldog,0.029291598,0.047561737,0.018270139,6426,78781
5780,1227685,2,61462,9958168,,,,,2895,[],398,kill,weapon,Bulldog,0.029291598,0.047561737,0.018270139,6426,78782
5950,1227685,2,61462,9958168,,,,,2895,[],398,kill,weapon,Bulldog,0.029291598,0.047561737,0.018270139,6426,78783
2146,1231392,11,72671,9984510,,,,,2841,[],750,kill,weapon,Vandal,0.029134252,0.961405891,0.990540143,6426,79016
2327,1231392,11,72671,9984510,,,,,2841,[],750,kill,weapon,Vandal,0.029134252,0.961405891,0.990540143,6426,79017
2508,1231392,11,72671,9984510,,,,,2841,[],750,kill,weapon,Vandal,0.029134252,0.961405891,0.990540143,6426,79018
3781,1229919,17,66463,9974051,,,,,14484,[],750,kill,weapon,Vandal,0.028830687,0.980462039,0.951631351,224,78748
3996,1229919,17,66463,9974051,,,,,14484,[],750,kill,weapon,Vandal,0.028830687,0.980462039,0.951631351,224,78749
4905,1226584,23,67297,,,,935768,,217,[],,plant,,,0.028792872,0.971207128,1,15,77106
5202,1226584,23,67297,,,,935768,,217,[],,plant,,,0.028792872,0.971207128,1,15,77107
5499,1226584,23,67297,,,,935768,,217,[],,plant,,,0.028792872,0.971207128,1,15,77108
5660,1227691,8,28174,9958209,9958207,,,,2895,[],2483,kill,weapon,Vandal,0.028671648,0.049449087,0.020777439,6426,78781
5830,1227691,8,28174,9958209,9958207,,,,2895,[],2483,kill,weapon,Vandal,0.028671648,0.049449087,0.020777439,6426,78782
6000,1227691,8,28174,9958209,9958207,,,,2895,[],2483,kill,weapon,Vandal,0.028671648,0.049449087,0.020777439,6426,78783
4953,1226590,29,66639,,,,935772,,2483,[],,plant,,,0.028312293,0.213387756,0.241700049,6426,77106
5250,1226590,29,66639,,,,935772,,2483,[],,plant,,,0.028312293,0.213387756,0.241700049,6426,77107
5547,1226590,29,66639,,,,935772,,2483,[],,plant,,,0.028312293,0.213387756,0.241700049,6426,77108
1082,1235715,4,39641,10015087,,,,,2841,[],814,kill,weapon,Spectre,0.028009461,0.028009461,0,286,79338
1219,1235715,4,39641,10015087,,,,,2841,[],814,kill,weapon,Spectre,0.028009461,0.028009461,0,286,79339
1356,1235715,4,39641,10015087,,,,,2841,[],814,kill,weapon,Spectre,0.028009461,0.028009461,0,286,79340
1493,1235715,4,39641,10015087,,,,,2841,[],814,kill,weapon,Spectre,0.028009461,0.028009461,0,286,79341
1630,1235715,4,39641,10015087,,,,,2841,[],814,kill,weapon,Spectre,0.028009461,0.028009461,0,286,79342
2090,1231387,6,41247,9984472,,,,,2056,[],398,kill,weapon,Vandal,0.027921925,0.071774589,0.043852663,6426,79016
2271,1231387,6,41247,9984472,,,,,2056,[],398,kill,weapon,Vandal,0.027921925,0.071774589,0.043852663,6426,79017
2452,1231387,6,41247,9984472,,,,,2056,[],398,kill,weapon,Vandal,0.027921925,0.071774589,0.043852663,6426,79018
3659,1229904,2,60409,9973952,,,,,4070,[],750,kill,weapon,Spectre,0.02764776,0.97235224,1,808,78748
3874,1229904,2,60409,9973952,,,,,4070,[],750,kill,weapon,Spectre,0.02764776,0.97235224,1,808,78749
2210,1231399,18,65108,9984565,,9984567,,,1690,"[{'assistId': 3635900, 'assistantId': 17788, 'damage': 33}]",2841,kill,weapon,Phantom,0.027628938,0.968120386,0.995749324,224,79016
2391,1231399,18,65108,9984565,,9984567,,,1690,"[{'assistId': 3635900, 'assistantId': 17788, 'damage': 33}]",2841,kill,weapon,Phantom,0.027628938,0.968120386,0.995749324,224,79017
2572,1231399,18,65108,9984565,,9984567,,,1690,"[{'assistId': 3635900, 'assistantId': 17788, 'damage': 33}]",2841,kill,weapon,Phantom,0.027628938,0.968120386,0.995749324,224,79018
3692,1229909,7,82896,9973979,,,,,1690,"[{'assistId': 3631674, 'assistantId': 750, 'damage': 80}]",4075,kill,weapon,Vandal,0.027565586,0.973252993,0.945687408,808,78748
3907,1229909,7,82896,9973979,,,,,1690,"[{'assistId': 3631674, 'assistantId': 750, 'damage': 80}]",4075,kill,weapon,Vandal,0.027565586,0.973252993,0.945687408,808,78749
5747,1227701,18,78324,9958274,,9958280,,,2841,[],4746,kill,weapon,Vandal,0.027505168,0.027505168,0,6344,78781
5917,1227701,18,78324,9958274,,9958280,,,2841,[],4746,kill,weapon,Vandal,0.027505168,0.027505168,0,6344,78782
6087,1227701,18,78324,9958274,,9958280,,,2841,[],4746,kill,weapon,Vandal,0.027505168,0.027505168,0,6344,78783
2166,1231394,13,11079,9984532,,,,,2056,[],398,kill,weapon,Ghost,0.027405752,0.010019349,0.037425101,224,79016
2347,1231394,13,11079,9984532,,,,,2056,[],398,kill,weapon,Ghost,0.027405752,0.010019349,0.037425101,224,79017
2528,1231394,13,11079,9984532,,,,,2056,[],398,kill,weapon,Ghost,0.027405752,0.010019349,0.037425101,224,79018
4918,1226586,25,50407,,,,935770,,398,[],,plant,,,0.027305742,0.441431996,0.414126254,6426,77106
5215,1226586,25,50407,,,,935770,,398,[],,plant,,,0.027305742,0.441431996,0.414126254,6426,77107
5512,1226586,25,50407,,,,935770,,398,[],,plant,,,0.027305742,0.441431996,0.414126254,6426,77108
4853,1226578,17,35739,,,,935764,,3365,[],,plant,,,0.027290147,0.399181889,0.426472036,15,77106
5150,1226578,17,35739,,,,935764,,3365,[],,plant,,,0.027290147,0.399181889,0.426472036,15,77107
5447,1226578,17,35739,,,,935764,,3365,[],,plant,,,0.027290147,0.399181889,0.426472036,15,77108
201,1236860,23,19971,,,,942820,,398,[],,plant,,,0.027247331,0.860790759,0.833543428,6426,79333
464,1236860,23,19971,,,,942820,,398,[],,plant,,,0.027247331,0.860790759,0.833543428,6426,79334
727,1236860,23,19971,,,,942820,,398,[],,plant,,,0.027247331,0.860790759,0.833543428,6426,79335
990,1236860,23,19971,,,,942820,,398,[],,plant,,,0.027247331,0.860790759,0.833543428,6426,79336
4337,1229119,29,87401,,,,937552,,1550,[],,plant,,,0.027239063,0.580165769,0.552926706,286,78837
4655,1229119,29,87401,,,,937552,,1550,[],,plant,,,0.027239063,0.580165769,0.552926706,286,78838
1797,1231282,7,87641,9983729,,,,,452,[],1256,kill,weapon,Vandal,0.027173778,0.969724775,0.996898553,286,79010
1954,1231282,7,87641,9983729,,,,,452,[],1256,kill,weapon,Vandal,0.027173778,0.969724775,0.996898553,286,79011
4930,1226587,26,47925,9950196,,,,,3211,[],1919,kill,weapon,Operator,0.027155186,0.031384156,0.00422897,15,77106
5227,1226587,26,47925,9950196,,,,,3211,[],1919,kill,weapon,Operator,0.027155186,0.031384156,0.00422897,15,77107
5524,1226587,26,47925,9950196,,,,,3211,[],1919,kill,weapon,Operator,0.027155186,0.031384156,0.00422897,15,77108
2147,1231392,11,73576,9984514,,,,,2056,[],398,kill,weapon,Vandal,0.026967035,0.99081781,0.963850774,6426,79016
2328,1231392,11,73576,9984514,,,,,2056,[],398,kill,weapon,Vandal,0.026967035,0.99081781,0.963850774,6426,79017
2509,1231392,11,73576,9984514,,,,,2056,[],398,kill,weapon,Vandal,0.026967035,0.99081781,0.963850774,6426,79018
